Brand,Screen-Size,Resolution,Display-Type,Operating-System,Rating,Number of Ratings,Reviews,Price,Original Price,Discount Percent
SAMSUNG,43 inch,Ultra HD (4K),LED,Tizen,2.7,3,0,41244.0,53900.0,23.0
SAMSUNG,55 inch,Ultra HD (4K),LED,Tizen,4.3,15222,1096,47990.0,64900.0,26.0
SAMSUNG,65 inch,Ultra HD (4K),QLED,Tizen,5.0,4,2,168232.0,219900.0,23.0
Mi,43 inch,Ultra HD (4K),LED,Android,4.3,29031,2850,30999.0,49990.0,37.0
Haier,55 inch,Ultra HD (4K),LED,Unknown,4.2,30,0,42550.0,70990.0,40.0
SAMSUNG,50 inch,Ultra HD (4K),QLED,Tizen,4.3,6,1,58990.0,77900.0,24.0
LG,32 inch,HD Ready,LED,WebOS,4.4,67997,5610,13999.0,21990.0,36.0
LG,65 inch,Ultra HD (4K),LED,WebOS,4.5,6138,939,99999.0,169103.0,40.0
SONY,55 inch,Ultra HD (4K),LED,Google TV,4.2,30,0,57990.0,99990.0,42.0
Mi,75 inch,Ultra HD (4K),QLED,Android,4.4,5198,674,86399.0,199999.0,56.0
SAMSUNG,55 inch,Ultra HD (4K),LED,Tizen,3.8,13,1,47990.0,70990.0,32.0
Haier,43 inch,Ultra HD (4K),LED,Android,4.2,187,24,31099.0,43990.0,29.0
SONY,55 inch,Ultra HD (4K),LED,Google TV,3.0,8,0,65540.0,99900.0,34.0
LG,65 inch,Ultra HD (4K),LED,WebOS,4.4,34621,3285,69990.0,119990.0,41.0
Haier,50 inch,Ultra HD (4K),LED,Google TV,4.2,218,24,37299.0,60990.0,38.0
LG,43 inch,Ultra HD (4K),LED,WebOS,4.4,34621,3285,34999.0,49200.0,28.0
Mi,65 inch,Ultra HD (4K),LED,Google TV,4.3,123713,11311,58999.0,89999.0,34.0
TOSHIBA,85 inch,Ultra HD (4K),QLED,VIDAA,4.0,5,2,199999.0,499999.0,60.0
LG,43 inch,Full HD,LED,WebOS,4.4,8104,683,26799.0,40990.0,34.0
Infinix,32 inch,HD Ready,LED,Android,4.2,14850,2204,14999.0,17999.0,16.0
SAMSUNG,55 inch,SD,QLED,Tizen,4.2,30,0,67990.0,95900.0,29.0
LG,43 inch,Ultra HD (4K),LED,WebOS,4.4,34621,3285,36399.0,49990.0,27.0
REALMERCURY,32 inch,Ultra HD (4K),QLED,Android,4.3,3,1,12499.0,21999.0,43.0
Mi,50 inch,Ultra HD (4K),LED,Android,4.3,123713,11311,34999.0,44999.0,22.0
Daiwa,65 inch,Ultra HD (4K),QLED,WebOS,4.4,34,10,52999.0,94990.0,44.0
SAMSUNG,55 inch,Ultra HD (4K),OLED,Tizen,4.2,30,0,133990.0,188900.0,29.0
SAMSUNG,55 inch,Ultra HD (4K),QLED,Tizen,5.0,5,1,104990.0,219990.0,52.0
LG,55 inch,Ultra HD (4K),LED,WebOS,4.5,3147,382,51990.0,84990.0,38.0
SAMSUNG,43 inch,Ultra HD (4K),LED,Tizen,2.7,3,0,43990.0,53900.0,18.0
Hisense,120 inch,Ultra HD (4K),Laser,VIDAA,4.2,30,0,499999.0,699999.0,28.0
MOTOROLA,50 inch,Ultra HD (4K),LED,Android,4.4,1537,229,33999.0,48999.0,30.0
